item_id,user_id,country,item_category,brand,price_eur,date_posted,date_sold,shipping_type,likes_count,user_rating
15380,u3201,Germany,Jackets,Gucci,6.34,2025-01-01,2025-01-14,Pickup,6,3.7
15381,u9722,Spain,Tops,Zara,14.96,2025-06-26,2025-07-13,Standard,9,4.0
15382,u1376,Germany,Bags,Balenciaga,42.72,2024-07-19,,Pickup,6,4.3
15383,u6349,France,Bags,Gucci,30.08,2024-11-13,2024-11-15,Standard,5,4.3
15384,u2312,France,Sneakers,Balenciaga,31.02,2024-03-16,2024-04-09,Standard,6,4.1
15385,u5175,Spain,Tops,Gucci,16.73,2025-03-15,2025-03-22,Standard,6,4.5
15386,u2796,Germany,Dresses,Balenciaga,33.27,2025-01-11,,Pickup,7,3.7
15387,u2695,Germany,Tops,Gucci,24.12,2024-12-15,2024-12-28,Standard,6,4.6
15388,u9102,Poland,Sneakers,Levi’s,31.27,2024-09-10,2024-10-08,Drop-off,8,4.3
15389,u9004,France,Jackets,Zara,28.19,2024-12-26,,Pickup,4,4.1
15390,u7318,Spain,Sneakers,H&M,53.61,2025-06-20,2025-07-19,Standard,3,4.7
15391,u5890,Lithuania,Jackets,Zara,7.97,2024-12-09,2024-12-27,Drop-off,2,4.4
15392,u3987,France,Sneakers,H&M,50.83,2024-04-16,2024-04-30,Drop-off,2,4.0
15393,u9746,France,Jackets,Balenciaga,26.48,2025-02-16,2025-02-28,Standard,5,5.0
15394,u5604,Netherlands,Jeans,Adidas,40.28,2024-08-03,2024-08-19,Drop-off,7,4.7
15395,u4286,Germany,Jeans,Levi’s,18.45,2025-04-21,,Drop-off,6,4.6
15396,u7405,Spain,Jeans,Gucci,6.01,2024-04-23,,Pickup,3,4.7
15397,u9061,Poland,Bags,Zara,33.4,2024-01-24,2024-02-08,Pickup,4,4.7
15398,u4473,Poland,Sneakers,H&M,10.95,2025-05-19,,Pickup,3,4.0
15399,u2915,Poland,Sneakers,H&M,19.79,2024-06-27,2024-07-17,Drop-off,5,4.4
15400,u4247,Netherlands,Jeans,Nike,35.65,2024-01-06,,Standard,4,4.2
15401,u3012,Poland,Sneakers,H&M,10.17,2024-09-14,,Drop-off,3,4.5
15402,u3963,Netherlands,Dresses,H&M,25.94,2024-05-11,2024-06-09,Standard,6,4.5
15403,u8018,Germany,Sneakers,Levi’s,38.56,2024-08-06,2024-09-04,Drop-off,7,4.3
15404,u5007,France,Jackets,Zara,20.99,2025-02-24,,Standard,6,4.4
15405,u3998,France,Sneakers,Zara,41.55,2024-05-19,,Drop-off,1,5.0
15406,u5936,Germany,Tops,Gucci,44.49,2025-03-29,2025-04-09,Pickup,8,4.8
15407,u5770,Lithuania,Dresses,H&M,3.0,2024-12-20,2025-01-08,Pickup,4,3.8
15408,u7320,Poland,Sneakers,Levi’s,18.37,2025-03-21,2025-04-15,Drop-off,3,4.0
15409,u7894,Netherlands,Dresses,Gucci,10.59,2024-10-23,2024-11-02,Drop-off,6,3.8
15410,u5905,Poland,Sneakers,Zara,27.54,2025-02-18,2025-03-07,Standard,11,4.3
15411,u7263,Lithuania,Jeans,Nike,37.37,2025-04-12,2025-05-07,Drop-off,3,5.0
15412,u4598,France,Dresses,Nike,40.42,2024-10-06,2024-10-24,Standard,9,4.5
15413,u4194,Spain,Sneakers,Adidas,55.79,2024-10-25,2024-11-05,Pickup,10,4.1
15414,u5439,Netherlands,Sneakers,Balenciaga,17.21,2024-06-24,2024-06-29,Drop-off,4,4.4
15415,u9815,Lithuania,Jeans,Nike,35.12,2024-08-31,,Drop-off,4,4.0
15416,u9220,Germany,Tops,H&M,14.41,2024-01-22,2024-02-19,Pickup,7,4.2
15417,u6398,Spain,Bags,Gucci,26.48,2024-03-21,2024-04-15,Drop-off,7,4.5
15418,u6812,Germany,Sneakers,Zara,29.15,2024-08-23,2024-09-13,Drop-off,5,5.0
15419,u6904,France,Dresses,Nike,27.28,2024-09-26,2024-10-02,Standard,2,4.1
15420,u2652,Germany,Bags,Nike,22.25,2025-03-31,2025-04-07,Drop-off,4,4.0
15421,u9677,Germany,Tops,Nike,35.21,2024-05-18,2024-05-26,Drop-off,4,4.3
15422,u4341,Germany,Jeans,Nike,53.19,2025-04-10,2025-04-23,Pickup,4,3.6
15423,u6790,Poland,Tops,Gucci,22.76,2024-11-15,2024-12-04,Drop-off,5,3.9
15424,u3732,Germany,Jeans,Levi’s,34.68,2024-09-05,,Standard,5,4.3
15425,u4901,Netherlands,Tops,Zara,46.64,2024-12-29,2025-01-03,Drop-off,7,4.8
15426,u9943,Netherlands,Bags,H&M,32.9,2024-02-28,,Drop-off,5,4.8
15427,u8890,Poland,Tops,H&M,6.89,2025-04-28,2025-05-11,Drop-off,9,4.1
15428,u6998,France,Sneakers,Adidas,14.96,2024-01-25,,Drop-off,7,4.1
15429,u9129,France,Jeans,Adidas,20.45,2024-11-14,2024-12-04,Pickup,4,5.0
15430,u1263,Poland,Jeans,Adidas,45.76,2024-01-06,2024-01-22,Standard,7,5.0
15431,u4073,France,Jeans,Adidas,20.83,2024-10-27,,Standard,5,4.4
15432,u3302,Lithuania,Dresses,Nike,17.5,2024-11-02,2024-11-12,Pickup,8,4.3
15433,u5505,Germany,Tops,Nike,4.66,2024-11-14,2024-11-17,Standard,8,5.0
15434,u3365,Lithuania,Sneakers,Nike,24.52,2025-03-10,2025-04-03,Standard,6,4.3
15435,u6767,Poland,Dresses,Adidas,51.2,2024-07-31,,Standard,4,4.0
15436,u6281,Poland,Sneakers,Nike,44.38,2024-11-03,2024-11-07,Standard,4,4.4
15437,u5049,France,Jackets,Nike,41.95,2024-05-13,2024-05-25,Pickup,6,4.3
15438,u9970,Poland,Tops,Gucci,22.27,2024-07-18,,Drop-off,3,4.8
15439,u6214,France,Jackets,Adidas,16.47,2024-09-06,2024-10-01,Pickup,5,4.9
15440,u6565,France,Sneakers,Adidas,16.03,2025-05-26,2025-06-18,Drop-off,7,4.8
15441,u8607,Poland,Bags,Gucci,27.39,2024-08-29,2024-09-18,Drop-off,5,4.1
15442,u5834,Poland,Dresses,Zara,29.36,2025-05-03,2025-05-23,Standard,5,3.8
15443,u8196,Poland,Tops,Levi’s,39.68,2025-05-11,2025-05-19,Standard,10,5.0
15444,u2396,Germany,Tops,Levi’s,20.19,2024-06-02,2024-06-13,Standard,4,4.0
15445,u8405,Spain,Jeans,H&M,27.02,2024-05-12,2024-05-28,Drop-off,6,4.6
15446,u7381,Spain,Tops,Gucci,45.27,2025-02-10,2025-03-05,Standard,3,4.1
15447,u1357,Poland,Sneakers,Balenciaga,5.73,2024-02-24,2024-03-16,Drop-off,8,4.7
15448,u9887,Poland,Jackets,Adidas,49.51,2024-06-09,2024-07-06,Pickup,8,4.6
15449,u1582,Netherlands,Dresses,Nike,13.67,2024-07-08,,Drop-off,4,4.7
15450,u6160,Spain,Bags,Balenciaga,45.46,2024-11-19,2024-12-03,Drop-off,3,4.0
15451,u5778,Spain,Jackets,Levi’s,51.25,2024-07-20,2024-08-06,Pickup,3,4.4
15452,u5598,Netherlands,Sneakers,Balenciaga,41.3,2025-06-05,2025-06-10,Standard,2,4.8
15453,u4126,Spain,Jackets,Gucci,14.01,2024-09-08,2024-09-30,Drop-off,1,4.8
15454,u9825,Poland,Bags,H&M,6.42,2024-01-15,2024-01-20,Drop-off,4,4.9
15455,u2215,Netherlands,Dresses,Zara,29.94,2025-06-28,2025-07-09,Standard,3,4.5
15456,u8839,Spain,Bags,Levi’s,4.69,2024-05-01,2024-05-08,Pickup,8,4.7
15457,u3761,Lithuania,Jackets,Balenciaga,5.53,2025-02-13,2025-02-19,Standard,6,4.7
15458,u6574,Poland,Sneakers,Balenciaga,35.16,2024-12-10,2024-12-21,Pickup,4,3.8
15459,u5890,Netherlands,Dresses,Zara,25.27,2025-06-02,2025-06-21,Drop-off,5,4.7
15460,u4831,Poland,Dresses,Nike,38.14,2025-02-09,,Standard,7,4.4
15461,u5548,France,Sneakers,Nike,13.83,2024-03-10,2024-03-18,Pickup,7,4.7
15462,u6633,Poland,Bags,Zara,24.9,2025-01-24,2025-02-04,Pickup,5,4.5
15463,u2901,Lithuania,Jackets,Levi’s,29.09,2024-07-11,,Drop-off,7,4.2
15464,u2548,Spain,Dresses,Levi’s,36.91,2025-05-11,2025-05-29,Standard,7,4.1
15465,u4600,Lithuania,Jeans,Levi’s,26.98,2025-05-15,2025-06-07,Pickup,9,4.6
15466,u8389,France,Jeans,Nike,46.98,2025-05-19,2025-05-29,Standard,7,4.7
15467,u2365,Germany,Bags,Levi’s,81.1,2024-07-01,2024-07-14,Standard,2,4.7
15468,u4801,France,Jeans,Balenciaga,32.37,2024-08-09,,Drop-off,6,4.6
15469,u9278,Spain,Dresses,Levi’s,38.8,2024-11-15,2024-12-12,Drop-off,10,5.0
15470,u7835,Lithuania,Tops,Gucci,26.42,2025-03-18,2025-04-08,Pickup,7,4.4
15471,u8815,Germany,Dresses,Balenciaga,37.67,2024-11-15,,Standard,6,4.9
15472,u2512,Lithuania,Dresses,H&M,8.6,2024-07-15,2024-07-16,Standard,1,4.8
15473,u9474,Poland,Jeans,Zara,46.99,2024-03-18,2024-04-10,Pickup,3,4.7
15474,u9890,Germany,Bags,Levi’s,3.0,2024-09-19,2024-10-09,Pickup,6,4.6
15475,u9076,Lithuania,Tops,Levi’s,28.49,2024-08-25,2024-09-23,Standard,4,4.5
15476,u7333,Germany,Tops,H&M,26.86,2024-07-27,2024-07-28,Drop-off,1,5.0
15477,u6766,Germany,Sneakers,Zara,35.06,2024-04-27,2024-05-19,Pickup,5,4.6
15478,u3962,Spain,Tops,Gucci,48.97,2025-06-25,2025-06-29,Pickup,12,5.0
15479,u1334,Poland,Sneakers,Zara,72.75,2024-03-21,2024-04-17,Pickup,2,4.7
15480,u1046,Poland,Dresses,H&M,23.62,2025-04-29,2025-05-06,Drop-off,9,4.3
15481,u4688,Germany,Sneakers,Nike,26.34,2024-12-22,,Pickup,6,4.6
15482,u9339,Poland,Bags,Gucci,47.86,2024-03-05,2024-03-07,Standard,8,4.9
15483,u3664,Germany,Bags,Levi’s,30.24,2024-01-04,2024-01-29,Standard,2,4.5
15484,u3091,Lithuania,Jackets,Zara,16.09,2025-06-16,,Drop-off,8,4.4
15485,u5584,France,Jackets,Gucci,52.61,2024-09-05,2024-09-22,Pickup,5,4.3
15486,u5186,France,Jackets,Gucci,21.42,2024-01-03,2024-01-08,Pickup,5,4.3
15487,u3330,Germany,Dresses,H&M,18.53,2025-06-02,,Drop-off,1,4.9
15488,u5086,Germany,Jeans,Zara,10.21,2024-07-06,,Pickup,8,4.3
15489,u8940,Spain,Tops,Gucci,41.06,2025-05-12,2025-05-21,Drop-off,6,3.3
15490,u5661,France,Jackets,Zara,32.57,2024-06-27,2024-07-05,Drop-off,7,4.3
15491,u3638,Spain,Jackets,Balenciaga,22.34,2025-01-14,2025-02-04,Pickup,4,5.0
15492,u9560,France,Dresses,Adidas,18.71,2024-01-01,2024-01-25,Standard,2,4.2
15493,u7514,Netherlands,Jeans,Balenciaga,3.0,2024-09-23,2024-10-22,Standard,6,5.0
15494,u2961,Germany,Dresses,Gucci,60.37,2025-05-29,2025-06-17,Pickup,7,4.8
15495,u6585,Netherlands,Tops,Balenciaga,46.74,2024-07-19,2024-07-27,Drop-off,8,4.4
15496,u5750,France,Tops,H&M,30.31,2024-10-15,2024-10-31,Drop-off,6,4.1
15497,u2065,Netherlands,Tops,Adidas,52.62,2025-04-11,2025-05-06,Pickup,6,4.3
15498,u7589,Poland,Dresses,Adidas,6.1,2025-03-27,2025-04-07,Drop-off,7,5.0
15499,u6903,Poland,Bags,Balenciaga,32.09,2025-04-18,2025-05-03,Pickup,2,4.4
15500,u3027,Lithuania,Dresses,Balenciaga,23.98,2024-12-02,2024-12-27,Pickup,12,4.2
15501,u7054,Germany,Dresses,Gucci,30.2,2025-05-26,2025-06-06,Drop-off,2,4.9
15502,u7786,Netherlands,Dresses,Levi’s,20.92,2025-04-18,2025-05-15,Pickup,5,4.8
15503,u5558,Germany,Dresses,H&M,27.4,2024-08-30,2024-09-13,Pickup,2,4.9
15504,u5210,Germany,Tops,Balenciaga,43.04,2025-05-22,2025-06-16,Pickup,7,4.4
15505,u7581,Lithuania,Jackets,Zara,39.11,2024-07-04,,Drop-off,4,4.5
15506,u7229,Spain,Sneakers,H&M,4.83,2025-02-13,2025-03-13,Standard,9,4.9
15507,u4079,Netherlands,Tops,Adidas,14.62,2024-04-04,2024-04-28,Drop-off,7,5.0
15508,u2597,Spain,Bags,Nike,38.21,2025-04-18,2025-04-19,Standard,7,4.2
15509,u4419,Germany,Dresses,Gucci,22.76,2024-05-06,,Pickup,3,5.0
15510,u5518,Lithuania,Jackets,Levi’s,38.24,2024-04-23,2024-05-06,Standard,6,4.1
15511,u7095,France,Jeans,Nike,38.6,2024-07-15,2024-08-09,Drop-off,9,4.5
15512,u9360,Netherlands,Bags,Zara,21.11,2024-12-17,2024-12-27,Drop-off,2,5.0
15513,u4705,Spain,Sneakers,Levi’s,22.79,2024-12-13,2024-12-15,Standard,3,5.0
15514,u1788,France,Tops,H&M,23.45,2025-04-21,2025-05-08,Standard,2,3.9
15515,u8356,Netherlands,Jeans,Balenciaga,32.91,2024-04-19,2024-05-09,Standard,3,5.0
15516,u3992,Spain,Sneakers,Nike,28.02,2025-05-07,,Drop-off,4,3.7
15517,u5413,Germany,Tops,Gucci,37.3,2024-11-23,,Drop-off,3,4.3
15518,u3404,Germany,Dresses,Gucci,40.55,2025-06-02,,Drop-off,7,4.9
15519,u1675,Lithuania,Bags,Gucci,3.0,2024-05-20,2024-05-31,Drop-off,7,4.3
15520,u7017,Netherlands,Bags,Gucci,40.52,2025-05-02,,Pickup,2,4.6
15521,u4546,Spain,Tops,Nike,26.23,2024-01-24,2024-02-11,Drop-off,3,4.7
15522,u8912,Germany,Jeans,Balenciaga,16.62,2024-06-01,2024-06-29,Standard,6,4.9
15523,u7076,Poland,Jackets,Nike,29.56,2024-10-16,2024-10-21,Standard,10,4.3
15524,u4623,Spain,Jackets,Balenciaga,60.42,2024-11-11,2024-11-13,Pickup,4,4.5
15525,u3175,Spain,Jeans,Zara,27.35,2024-07-10,2024-08-07,Pickup,2,4.3
15526,u5165,Spain,Bags,Gucci,32.66,2025-01-09,2025-01-29,Drop-off,2,4.5
15527,u3318,Germany,Sneakers,Balenciaga,72.25,2024-11-15,,Standard,6,4.9
15528,u4914,Poland,Dresses,Nike,32.23,2024-06-30,2024-07-12,Standard,3,4.5
15529,u6325,Netherlands,Jackets,Gucci,43.96,2025-02-12,2025-03-09,Drop-off,3,4.1
15530,u2985,Poland,Jackets,Adidas,8.75,2024-12-01,2024-12-20,Pickup,4,5.0
15531,u7311,Lithuania,Jeans,Balenciaga,22.74,2024-06-07,2024-06-12,Pickup,5,4.7
15532,u8928,Netherlands,Sneakers,Levi’s,30.88,2024-03-29,2024-04-15,Pickup,5,4.3
15533,u3932,Lithuania,Jackets,H&M,32.01,2024-09-09,2024-09-22,Pickup,1,3.8
15534,u2451,Poland,Bags,Nike,37.49,2025-05-10,2025-05-15,Pickup,5,4.5
15535,u7118,Netherlands,Jackets,Zara,21.01,2025-01-19,2025-02-01,Drop-off,6,3.8
15536,u7718,Lithuania,Dresses,Nike,28.4,2025-05-01,,Standard,7,5.0
15537,u7288,Germany,Jackets,Levi’s,53.91,2024-08-02,,Drop-off,5,3.5
15538,u9425,Spain,Tops,Zara,25.52,2025-01-27,2025-01-28,Drop-off,6,4.4
15539,u9832,France,Dresses,Levi’s,15.35,2025-01-02,,Pickup,7,5.0
15540,u6427,Spain,Sneakers,Balenciaga,39.75,2025-04-27,2025-05-22,Pickup,4,4.4
15541,u2635,Poland,Sneakers,Balenciaga,26.09,2024-05-03,2024-05-31,Drop-off,5,4.0
15542,u9091,Lithuania,Tops,Levi’s,13.33,2024-12-25,,Drop-off,5,4.3
15543,u3127,Poland,Dresses,Nike,31.75,2025-03-09,2025-04-06,Pickup,2,4.3
15544,u9448,Lithuania,Bags,Balenciaga,30.71,2024-08-05,2024-08-27,Pickup,3,4.3
15545,u9406,Spain,Jackets,Balenciaga,36.88,2025-01-30,2025-02-11,Standard,7,4.4
15546,u2296,France,Tops,H&M,28.05,2025-01-20,2025-01-29,Standard,2,4.5
15547,u2438,Germany,Bags,Balenciaga,33.85,2025-01-04,2025-01-23,Standard,4,5.0
15548,u1088,Spain,Bags,Zara,17.55,2025-07-02,2025-07-03,Drop-off,6,4.7
15549,u5902,Spain,Jackets,Nike,17.86,2024-06-04,2024-06-14,Standard,3,4.3
15550,u1490,Lithuania,Tops,Levi’s,3.0,2024-11-30,2024-12-20,Standard,5,4.8
15551,u5111,Netherlands,Jeans,Gucci,28.02,2025-03-24,2025-04-06,Pickup,4,4.1
15552,u5114,Lithuania,Bags,Balenciaga,39.13,2024-09-19,,Drop-off,8,4.1
15553,u7820,Lithuania,Jeans,Levi’s,48.23,2024-05-25,2024-06-17,Drop-off,7,4.5
15554,u4499,France,Dresses,Gucci,28.06,2024-11-13,2024-12-06,Drop-off,5,4.1
15555,u2468,Netherlands,Jeans,Gucci,19.85,2024-11-08,2024-11-23,Pickup,7,4.9
15556,u1808,Netherlands,Bags,Gucci,24.26,2025-04-26,,Standard,8,4.0
15557,u6770,France,Jeans,Nike,48.1,2025-06-13,2025-06-30,Pickup,4,4.6
15558,u4954,Spain,Bags,Nike,5.6,2024-04-17,,Pickup,8,4.1
15559,u8038,Poland,Jackets,Zara,38.41,2024-01-30,2024-02-19,Drop-off,6,3.6
15560,u1874,Lithuania,Tops,H&M,10.59,2025-03-20,2025-04-16,Standard,7,4.9
15561,u1634,Germany,Dresses,Levi’s,32.24,2024-09-26,,Standard,6,4.4
15562,u1337,France,Bags,Gucci,15.67,2024-05-08,2024-05-09,Pickup,7,4.0
15563,u4657,Germany,Jackets,H&M,61.09,2024-10-04,,Pickup,2,4.7
15564,u3069,Netherlands,Bags,Gucci,58.41,2024-06-22,2024-07-16,Pickup,6,5.0
15565,u1657,Spain,Bags,Balenciaga,31.02,2024-10-20,2024-11-11,Standard,1,3.8
15566,u7838,France,Dresses,H&M,28.57,2024-08-11,2024-08-24,Drop-off,4,4.3
15567,u3755,Spain,Dresses,Levi’s,28.85,2024-05-16,2024-06-06,Drop-off,5,5.0
15568,u8660,Spain,Jeans,Nike,49.1,2025-02-07,2025-03-08,Drop-off,6,4.9
15569,u2222,Netherlands,Jackets,Nike,48.97,2024-04-04,2024-04-30,Standard,10,4.1
15570,u9827,France,Tops,Adidas,43.46,2024-04-18,,Pickup,7,4.2
15571,u1612,Netherlands,Dresses,Balenciaga,27.26,2025-06-17,2025-06-30,Standard,6,4.2
15572,u6528,Spain,Jackets,Adidas,11.93,2024-04-13,2024-04-16,Drop-off,9,4.5
15573,u6254,Lithuania,Bags,Adidas,38.96,2025-06-20,2025-07-17,Drop-off,0,4.9
15574,u6712,Spain,Dresses,Nike,23.69,2024-06-11,2024-06-21,Pickup,5,3.9
15575,u1777,Lithuania,Bags,Nike,49.05,2024-05-15,,Drop-off,3,5.0
15576,u6806,Netherlands,Jeans,Gucci,16.05,2024-03-05,2024-03-08,Drop-off,5,4.5
15577,u5345,Poland,Jeans,Levi’s,23.12,2024-03-29,2024-04-21,Pickup,6,5.0
15578,u9329,Poland,Jackets,Balenciaga,49.77,2024-03-16,2024-03-25,Pickup,3,4.7
15579,u1540,Netherlands,Sneakers,Balenciaga,50.21,2025-03-22,,Standard,5,4.7
15580,u4237,Netherlands,Sneakers,H&M,39.85,2024-04-17,2024-05-04,Standard,7,4.8
15581,u7527,Germany,Dresses,H&M,41.72,2024-03-24,2024-04-13,Pickup,5,4.1
15582,u2609,Poland,Bags,Balenciaga,36.63,2025-06-26,2025-07-07,Standard,4,4.0
15583,u2736,France,Tops,Balenciaga,27.79,2024-06-19,,Pickup,6,4.1
15584,u6854,Lithuania,Tops,Zara,30.18,2025-06-09,,Standard,4,4.3
15585,u6288,Spain,Bags,H&M,3.0,2024-01-07,,Pickup,5,4.7
15586,u2492,Lithuania,Jackets,Nike,33.56,2024-10-07,2024-11-01,Pickup,1,4.9
15587,u9860,Lithuania,Dresses,H&M,45.15,2024-06-24,2024-07-01,Standard,7,4.7
15588,u8836,France,Tops,Nike,27.07,2024-07-10,2024-08-08,Pickup,6,4.5
15589,u8415,Lithuania,Tops,Nike,37.28,2024-07-05,,Drop-off,4,3.9
15590,u1003,Netherlands,Jeans,Gucci,9.34,2025-05-13,2025-06-04,Standard,6,4.8
15591,u8058,Poland,Jeans,Levi’s,35.05,2025-01-21,2025-01-28,Drop-off,3,5.0
15592,u6197,Netherlands,Tops,Levi’s,3.0,2025-04-01,,Standard,5,4.5
15593,u2260,Lithuania,Tops,Zara,27.8,2024-11-26,2024-12-20,Pickup,5,4.8
15594,u1568,France,Jeans,Gucci,51.4,2024-01-07,2024-01-19,Pickup,8,5.0
15595,u2448,Poland,Sneakers,H&M,18.91,2024-04-27,2024-05-11,Standard,3,4.6
15596,u1320,Poland,Dresses,Adidas,3.0,2024-07-11,2024-07-20,Pickup,5,4.6
15597,u1894,France,Jeans,Balenciaga,4.87,2025-05-29,2025-06-02,Standard,4,4.2
15598,u3160,Spain,Tops,Gucci,34.38,2024-02-03,2024-02-19,Drop-off,9,4.4
15599,u1594,Netherlands,Jackets,Gucci,12.59,2025-05-21,2025-06-01,Drop-off,9,4.7
15600,u4240,Spain,Jeans,Gucci,42.82,2024-12-06,2024-12-14,Standard,5,4.2
15601,u6156,Lithuania,Bags,Balenciaga,10.43,2025-04-15,2025-05-09,Drop-off,4,3.9
15602,u6619,Poland,Jackets,Levi’s,44.16,2024-02-01,2024-02-20,Drop-off,11,5.0
15603,u1930,Netherlands,Sneakers,Adidas,42.0,2024-09-30,2024-10-22,Pickup,8,4.7
15604,u5616,Netherlands,Sneakers,H&M,15.86,2025-03-13,2025-03-15,Drop-off,8,5.0
15605,u3237,Netherlands,Sneakers,Balenciaga,55.86,2025-05-10,2025-06-04,Standard,5,4.6
15606,u3703,Poland,Dresses,Adidas,32.05,2025-05-17,2025-05-29,Standard,3,4.6
15607,u5134,Germany,Dresses,H&M,38.84,2024-06-22,,Drop-off,2,4.9
15608,u8176,Spain,Jackets,Gucci,20.05,2024-10-24,,Pickup,8,4.9
15609,u7774,France,Bags,Balenciaga,22.92,2025-05-16,2025-05-23,Pickup,2,5.0
15610,u4789,Germany,Tops,Zara,39.78,2024-07-04,2024-07-06,Standard,5,4.9
15611,u8986,Spain,Jeans,Zara,17.52,2024-05-21,2024-06-03,Standard,6,4.5
15612,u7414,Germany,Jeans,H&M,3.15,2024-06-12,2024-06-19,Pickup,5,4.2
15613,u5945,Netherlands,Jeans,Levi’s,13.97,2024-10-09,2024-10-16,Pickup,4,4.6
15614,u6694,Lithuania,Bags,Nike,9.28,2025-02-08,,Drop-off,2,4.7
15615,u9553,Netherlands,Jackets,Balenciaga,26.98,2024-09-10,2024-09-28,Drop-off,4,4.4
15616,u9810,Poland,Bags,Balenciaga,21.94,2025-06-22,2025-07-13,Standard,8,4.7
15617,u7913,Poland,Jeans,Gucci,24.95,2024-08-15,2024-09-07,Pickup,4,4.4
15618,u9484,France,Sneakers,Balenciaga,36.51,2024-07-23,2024-08-04,Drop-off,3,4.6
15619,u4430,Spain,Tops,H&M,48.12,2025-05-20,,Standard,5,4.1
15620,u8315,Poland,Sneakers,Zara,47.21,2025-04-24,,Standard,6,4.7
15621,u2432,Germany,Sneakers,Adidas,7.65,2025-01-30,2025-02-23,Standard,6,4.5
15622,u8352,Lithuania,Bags,Balenciaga,21.4,2024-12-21,,Drop-off,6,4.4
15623,u6475,Spain,Jackets,Balenciaga,34.7,2024-10-11,2024-11-02,Standard,4,5.0
15624,u4838,Germany,Bags,Levi’s,18.58,2024-03-19,2024-04-09,Standard,5,4.8
15625,u4447,Spain,Sneakers,Balenciaga,51.66,2024-11-14,2024-11-17,Drop-off,2,4.2
15626,u8589,France,Jeans,Balenciaga,41.6,2024-03-16,2024-04-07,Drop-off,2,4.2
15627,u1435,Lithuania,Jackets,Nike,18.02,2025-01-19,2025-01-29,Drop-off,9,4.3
15628,u3126,France,Jeans,Adidas,23.71,2024-04-04,2024-04-30,Standard,5,4.8
15629,u3604,France,Jackets,Levi’s,6.79,2025-04-27,,Standard,6,4.7
15630,u7237,Germany,Sneakers,Gucci,31.41,2025-04-08,2025-05-04,Standard,5,3.9
15631,u4762,Lithuania,Jeans,Adidas,49.81,2025-03-30,2025-04-08,Pickup,8,4.0
15632,u7361,Spain,Dresses,Levi’s,39.5,2024-07-13,2024-07-14,Pickup,4,5.0
15633,u6756,Lithuania,Jackets,Balenciaga,55.93,2024-07-04,2024-07-30,Pickup,2,5.0
15634,u1911,Poland,Tops,Levi’s,12.63,2024-01-23,,Standard,6,4.8
15635,u6615,Spain,Sneakers,Nike,37.57,2025-03-03,2025-03-25,Pickup,3,4.2
15636,u1069,Lithuania,Sneakers,Balenciaga,28.3,2024-05-26,2024-06-05,Drop-off,1,4.2
15637,u9003,Netherlands,Sneakers,Adidas,33.98,2024-10-14,,Pickup,3,4.4
15638,u3700,Poland,Jeans,H&M,23.97,2024-03-04,,Standard,2,4.6
15639,u9427,Germany,Sneakers,Levi’s,21.65,2025-06-15,2025-06-28,Standard,7,4.4
15640,u3467,Poland,Bags,Adidas,47.81,2025-05-27,,Pickup,4,4.5
15641,u9454,Poland,Bags,Zara,17.96,2024-11-09,2024-11-17,Standard,5,4.9
15642,u7911,Lithuania,Dresses,Levi’s,15.31,2024-06-15,2024-06-19,Standard,4,4.7
15643,u1870,Netherlands,Jackets,Levi’s,16.14,2024-12-23,2024-12-31,Standard,13,4.1
15644,u1339,Poland,Jackets,Balenciaga,26.24,2025-01-03,2025-01-28,Drop-off,2,4.9
15645,u6130,Poland,Tops,Levi’s,26.38,2024-05-28,2024-06-16,Drop-off,7,4.7
15646,u8951,Spain,Tops,Gucci,38.53,2024-03-11,2024-04-06,Standard,5,4.1
15647,u2055,Poland,Jackets,Adidas,3.0,2024-05-19,2024-06-05,Drop-off,6,4.5
15648,u7172,Lithuania,Sneakers,Nike,17.25,2024-04-17,,Pickup,7,4.1
15649,u4364,France,Jeans,Zara,38.49,2025-04-26,2025-05-14,Standard,6,4.6
15650,u6091,Germany,Tops,Nike,43.44,2025-05-16,2025-06-11,Pickup,6,4.7
15651,u9332,Netherlands,Bags,Levi’s,41.7,2024-10-17,2024-11-15,Standard,6,4.5
15652,u4139,Poland,Jackets,Levi’s,52.11,2025-02-06,,Pickup,11,4.5
15653,u1747,Netherlands,Jeans,Nike,35.3,2024-06-04,,Pickup,5,3.9
15654,u8849,Poland,Dresses,H&M,13.42,2024-11-15,2024-12-11,Standard,3,4.1
15655,u8618,Lithuania,Dresses,Zara,34.94,2024-06-10,2024-06-14,Standard,6,5.0
15656,u4964,France,Sneakers,Balenciaga,27.57,2024-04-04,2024-04-07,Drop-off,4,4.5
15657,u6947,Germany,Dresses,Adidas,19.17,2024-09-29,2024-10-26,Pickup,1,4.6
15658,u7481,Poland,Jeans,Gucci,51.79,2025-03-05,2025-03-24,Pickup,3,5.0
15659,u8884,Lithuania,Dresses,Nike,31.16,2024-06-21,2024-06-30,Standard,5,4.9
15660,u7209,Germany,Bags,H&M,16.92,2025-01-01,2025-01-13,Drop-off,1,4.9
15661,u1751,Lithuania,Jackets,Gucci,52.8,2025-03-30,,Drop-off,3,4.4
15662,u3798,Lithuania,Jeans,H&M,9.03,2024-07-07,2024-07-21,Standard,3,4.8
15663,u1135,France,Bags,Zara,26.66,2024-10-11,2024-11-07,Drop-off,4,4.5
15664,u7937,Germany,Dresses,Gucci,45.72,2025-04-28,2025-05-27,Pickup,2,5.0
